UoM_Wireless1,UoM_Wireless6,UoM_Wireless11,eduroam1,eduroam6,eduroam11,Jungle Book10,PROLINK_H5004NK_8766E11,UNIC-wifi11,id
-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,8.0
-75.0,-91.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-60.0,-100.0,-100.0,-58.0,-100.0,-100.0,-67.0,-100.0,1.0
-87.0,-92.0,-84.0,-81.0,-80.0,-82.0,-100.0,-90.0,-100.0,2.0
-100.0,-71.0,-68.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-88.0,-100.0,-100.0,-85.0,-100.0,-100.0,-65.0,-100.0,4.0
-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,8.0
-78.0,-93.0,-100.0,-77.0,-87.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-63.0,-100.0,-100.0,-62.0,-100.0,-100.0,-81.0,-100.0,1.0
-100.0,-68.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-87.0,-85.0,-84.0,-87.0,-100.0,-84.0,-100.0,-89.0,-100.0,2.0
-100.0,-81.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-65.0,-100.0,-100.0,-66.0,-100.0,-84.0,-70.0,-100.0,1.0
-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-77.0,-56.0,-100.0,8.0
-100.0,-72.0,-71.0,-100.0,-71.0,-74.0,-100.0,-100.0,-100.0,5.0
-82.0,-86.0,-82.0,-100.0,-100.0,-85.0,-100.0,-90.0,-100.0,2.0
-100.0,-80.0,-86.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-73.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-74.0,-85.0,-100.0,-74.0,-100.0,-100.0,-100.0,-66.0,-100.0,4.0
-100.0,-63.0,-100.0,-93.0,-63.0,-100.0,-100.0,-72.0,-100.0,1.0
-100.0,-83.0,-83.0,-84.0,-81.0,-84.0,-100.0,-89.0,-100.0,2.0
-100.0,-72.0,-75.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-81.0,-83.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,7.0
-86.0,-88.0,-100.0,-84.0,-100.0,-100.0,-100.0,-58.0,-100.0,8.0
-73.0,-93.0,-100.0,-74.0,-90.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,4.0
-86.0,-61.0,-100.0,-100.0,-61.0,-100.0,-100.0,-67.0,-100.0,1.0
-100.0,-71.0,-65.0,-100.0,-71.0,-72.0,-100.0,-100.0,-100.0,5.0
-100.0,-79.0,-84.0,-100.0,-76.0,-83.0,-100.0,-88.0,-100.0,2.0
-100.0,-85.0,-84.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,7.0
-84.0,-86.0,-100.0,-72.0,-100.0,-100.0,-100.0,-59.0,-100.0,8.0
-69.0,-89.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-86.0,-62.0,-100.0,-100.0,-62.0,-100.0,-100.0,-63.0,-100.0,1.0
-100.0,-72.0,-71.0,-100.0,-69.0,-70.0,-100.0,-100.0,-100.0,5.0
-87.0,-91.0,-100.0,-86.0,-89.0,-100.0,-100.0,-100.0,-100.0,4.0
-80.0,-91.0,-84.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,2.0
-100.0,-82.0,-87.0,-100.0,-72.0,-88.0,-100.0,-100.0,-100.0,7.0
-100.0,-88.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,6.0
-85.0,-90.0,-92.0,-100.0,-84.0,-100.0,-100.0,-56.0,-100.0,8.0
-100.0,-58.0,-100.0,-100.0,-59.0,-100.0,-100.0,-58.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-73.0,-70.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,5.0
-83.0,-100.0,-86.0,-85.0,-100.0,-87.0,-100.0,-100.0,-100.0,2.0
-100.0,-81.0,-88.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,7.0
-83.0,-89.0,-100.0,-78.0,-85.0,-100.0,-100.0,-66.0,-100.0,4.0
-74.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-83.0,-61.0,-100.0,-100.0,-61.0,-100.0,-100.0,-65.0,-100.0,1.0
-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-84.0,-100.0,-100.0,-100.0,-90.0,-100.0,-80.0,-54.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-81.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,7.0
-88.0,-84.0,-82.0,-78.0,-82.0,-79.0,-100.0,-100.0,-100.0,2.0
-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-93.0,-100.0,6.0
-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-74.0,-67.0,-100.0,4.0
-100.0,-64.0,-100.0,-100.0,-63.0,-100.0,-100.0,-70.0,-100.0,1.0
-100.0,-70.0,-69.0,-100.0,-69.0,-71.0,-100.0,-100.0,-100.0,5.0
-100.0,-76.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-86.0,-81.0,-84.0,-100.0,-81.0,-84.0,-80.0,-100.0,-100.0,2.0
-85.0,-90.0,-100.0,-84.0,-100.0,-100.0,-77.0,-56.0,-100.0,8.0
-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,6.0
-100.0,-67.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,1.0
-100.0,-72.0,-69.0,-100.0,-71.0,-68.0,-100.0,-100.0,-100.0,5.0
-85.0,-90.0,-100.0,-82.0,-100.0,-100.0,-72.0,-69.0,-100.0,4.0
-100.0,-75.0,-77.0,-100.0,-76.0,-79.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-82.0,-80.0,-84.0,-83.0,-85.0,-85.0,-80.0,-100.0,-100.0,2.0
-77.0,-100.0,-100.0,-77.0,-100.0,-100.0,-53.0,-100.0,-100.0,6.0
-100.0,-88.0,-100.0,-87.0,-87.0,-100.0,-70.0,-58.0,-100.0,8.0
-100.0,-61.0,-100.0,-100.0,-62.0,-100.0,-85.0,-72.0,-100.0,1.0
-100.0,-75.0,-75.0,-100.0,-73.0,-70.0,-100.0,-100.0,-100.0,5.0
-100.0,-77.0,-100.0,-100.0,-70.0,-92.0,-100.0,-100.0,-100.0,7.0
-83.0,-88.0,-100.0,-100.0,-100.0,-100.0,-70.0,-68.0,-100.0,4.0
-82.0,-87.0,-86.0,-100.0,-100.0,-93.0,-88.0,-90.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-61.0,-100.0,-100.0,-62.0,-100.0,-100.0,-63.0,-100.0,1.0
-100.0,-68.0,-68.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,5.0
-84.0,-90.0,-94.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,8.0
-100.0,-75.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,7.0
-84.0,-93.0,-90.0,-100.0,-91.0,-85.0,-100.0,-100.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-82.0,-89.0,-100.0,-100.0,-86.0,-100.0,-100.0,-67.0,-100.0,4.0
-100.0,-59.0,-100.0,-100.0,-60.0,-100.0,-100.0,-65.0,-100.0,1.0
-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-74.0,-90.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,7.0
-86.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-58.0,-100.0,8.0
-84.0,-82.0,-84.0,-85.0,-85.0,-85.0,-100.0,-89.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-82.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-85.0,-64.0,-100.0,-100.0,-59.0,-100.0,-100.0,-65.0,-100.0,1.0
-81.0,-87.0,-100.0,-81.0,-100.0,-100.0,-100.0,-68.0,-100.0,4.0
-100.0,-69.0,-69.0,-100.0,-70.0,-71.0,-100.0,-100.0,-100.0,5.0
-100.0,-71.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,7.0
-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,8.0
-84.0,-83.0,-85.0,-74.0,-84.0,-87.0,-89.0,-87.0,-100.0,2.0
-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-53.0,-100.0,-100.0,-53.0,-100.0,-100.0,-63.0,-100.0,1.0
-100.0,-73.0,-69.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-75.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,7.0
-77.0,-88.0,-100.0,-100.0,-86.0,-100.0,-74.0,-68.0,-100.0,4.0
-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-84.0,-84.0,-83.0,-100.0,-80.0,-86.0,-100.0,-88.0,-100.0,2.0
-100.0,-59.0,-100.0,-100.0,-59.0,-100.0,-100.0,-70.0,-100.0,1.0
-100.0,-93.0,-100.0,-100.0,-88.0,-100.0,-100.0,-56.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-69.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-83.0,-89.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,7.0
-75.0,-87.0,-100.0,-77.0,-100.0,-100.0,-100.0,-67.0,-100.0,4.0
-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-83.0,-80.0,-87.0,-100.0,-94.0,-89.0,-100.0,-90.0,-100.0,2.0
-100.0,-67.0,-100.0,-100.0,-62.0,-100.0,-100.0,-70.0,-100.0,1.0
-100.0,-71.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,8.0
-100.0,-80.0,-88.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-86.0,-90.0,-86.0,-84.0,-100.0,-85.0,-100.0,-89.0,-100.0,2.0
-76.0,-90.0,-100.0,-77.0,-100.0,-100.0,-80.0,-67.0,-100.0,4.0
-100.0,-61.0,-100.0,-100.0,-60.0,-100.0,-100.0,-69.0,-100.0,1.0
-100.0,-74.0,-73.0,-100.0,-74.0,-71.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-83.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,8.0
-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-53.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,1.0
-83.0,-100.0,-87.0,-100.0,-100.0,-88.0,-100.0,-88.0,-100.0,2.0
-100.0,-74.0,-70.0,-100.0,-75.0,-71.0,-100.0,-100.0,-100.0,5.0
-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,4.0
-100.0,-76.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-67.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-88.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-62.0,-100.0,8.0
-86.0,-54.0,-100.0,-86.0,-54.0,-100.0,-100.0,-74.0,-100.0,1.0
-85.0,-100.0,-87.0,-100.0,-100.0,-86.0,-100.0,-89.0,-100.0,2.0
-100.0,-74.0,-74.0,-100.0,-73.0,-69.0,-100.0,-100.0,-100.0,5.0
-100.0,-79.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,7.0
-79.0,-100.0,-100.0,-80.0,-100.0,-100.0,-80.0,-71.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-65.0,-100.0,-100.0,-65.0,-100.0,-100.0,-56.0,-100.0,-100.0,6.0
-100.0,-55.0,-100.0,-89.0,-52.0,-100.0,-100.0,-68.0,-100.0,1.0
-86.0,-100.0,-84.0,-84.0,-89.0,-85.0,-86.0,-91.0,-100.0,2.0
-100.0,-74.0,-72.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,5.0
-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,8.0
-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-80.0,-89.0,-100.0,-100.0,-88.0,-100.0,-75.0,-72.0,-100.0,4.0
-69.0,-100.0,-100.0,-69.0,-100.0,-100.0,-55.0,-100.0,-100.0,6.0
-100.0,-58.0,-100.0,-100.0,-57.0,-100.0,-100.0,-75.0,-100.0,1.0
-84.0,-93.0,-86.0,-75.0,-100.0,-86.0,-81.0,-100.0,-100.0,2.0
-100.0,-72.0,-72.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-80.0,-85.0,-100.0,-81.0,-73.0,-100.0,-100.0,-100.0,7.0
-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-84.0,-59.0,-100.0,-85.0,-55.0,-100.0,-84.0,-66.0,-100.0,1.0
-75.0,-88.0,-100.0,-100.0,-84.0,-100.0,-72.0,-64.0,-100.0,4.0
-84.0,-84.0,-84.0,-84.0,-100.0,-83.0,-81.0,-92.0,-100.0,2.0
-100.0,-70.0,-69.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,5.0
-100.0,-82.0,-87.0,-100.0,-79.0,-88.0,-100.0,-100.0,-100.0,7.0
-79.0,-100.0,-100.0,-77.0,-100.0,-100.0,-57.0,-100.0,-100.0,6.0
-85.0,-58.0,-100.0,-83.0,-58.0,-100.0,-100.0,-70.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-70.0,-72.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,5.0
-85.0,-84.0,-86.0,-75.0,-100.0,-95.0,-100.0,-89.0,-100.0,2.0
-100.0,-90.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,7.0
-81.0,-87.0,-100.0,-78.0,-91.0,-100.0,-100.0,-65.0,-100.0,4.0
-78.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-59.0,-100.0,-100.0,-60.0,-100.0,-100.0,-67.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-72.0,-71.0,-100.0,-72.0,-73.0,-100.0,-100.0,-100.0,5.0
-84.0,-86.0,-81.0,-100.0,-100.0,-79.0,-100.0,-87.0,-100.0,2.0
-100.0,-84.0,-90.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,7.0
-76.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,4.0
-86.0,-52.0,-100.0,-100.0,-54.0,-100.0,-100.0,-62.0,-100.0,1.0
-67.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-70.0,-74.0,-100.0,-73.0,-71.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-85.0,-78.0,-83.0,-100.0,-84.0,-76.0,-100.0,-86.0,-100.0,2.0
-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,6.0
-100.0,-54.0,-100.0,-100.0,-53.0,-100.0,-100.0,-57.0,-100.0,1.0
-78.0,-92.0,-100.0,-77.0,-100.0,-100.0,-84.0,-63.0,-100.0,4.0
-100.0,-68.0,-70.0,-100.0,-69.0,-100.0,-83.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-86.0,-85.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,7.0
-84.0,-83.0,-81.0,-100.0,-100.0,-82.0,-100.0,-74.0,-100.0,2.0
-71.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-58.0,-100.0,-100.0,-58.0,-100.0,-100.0,-61.0,-100.0,1.0
-100.0,-70.0,-70.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-85.0,-85.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,7.0
-100.0,-77.0,-79.0,-89.0,-100.0,-80.0,-100.0,-89.0,-100.0,2.0
-81.0,-86.0,-100.0,-81.0,-100.0,-100.0,-100.0,-60.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-56.0,-89.0,-100.0,-56.0,-100.0,-100.0,-57.0,-100.0,1.0
-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-72.0,-73.0,-100.0,-73.0,-72.0,-100.0,-100.0,-100.0,5.0
-100.0,-85.0,-85.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,2.0
-92.0,-74.0,-85.0,-100.0,-74.0,-82.0,-100.0,-100.0,-100.0,7.0
-100.0,-72.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-75.0,-86.0,-100.0,-74.0,-87.0,-100.0,-100.0,-100.0,7.0
-81.0,-61.0,-87.0,-81.0,-58.0,-100.0,-100.0,-68.0,-100.0,1.0
-80.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-84.0,-90.0,-100.0,-100.0,-86.0,-92.0,-100.0,-57.0,-100.0,8.0
-100.0,-85.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-72.0,-72.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-100.0,-86.0,-100.0,-100.0,-86.0,-100.0,-93.0,-100.0,2.0
-86.0,-54.0,-89.0,-100.0,-61.0,-100.0,-100.0,-64.0,-100.0,1.0
-82.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-78.0,-100.0,-93.0,-80.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-91.0,-100.0,-100.0,-88.0,-100.0,-100.0,-72.0,-100.0,4.0
-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,8.0
-100.0,-64.0,-100.0,-100.0,-62.0,-100.0,-100.0,-73.0,-100.0,1.0
-100.0,-100.0,-89.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-80.0,-100.0,-100.0,-73.0,-91.0,-100.0,-100.0,-67.0,-100.0,4.0
-80.0,-90.0,-100.0,-79.0,-89.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-70.0,-71.0,-100.0,-71.0,-74.0,-100.0,-100.0,-100.0,5.0
-100.0,-79.0,-82.0,-100.0,-79.0,-81.0,-100.0,-100.0,-100.0,7.0
-88.0,-55.0,-100.0,-100.0,-53.0,-100.0,-100.0,-66.0,-100.0,1.0
-100.0,-85.0,-86.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,8.0
-78.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-79.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-66.0,-100.0,4.0
-100.0,-75.0,-72.0,-100.0,-73.0,-72.0,-100.0,-100.0,-100.0,5.0
-100.0,-80.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-59.0,-90.0,-100.0,-58.0,-100.0,-100.0,-67.0,-100.0,1.0
-100.0,-86.0,-86.0,-100.0,-100.0,-85.0,-90.0,-100.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,6.0
-82.0,-100.0,-100.0,-70.0,-100.0,-100.0,-77.0,-53.0,-100.0,8.0
-77.0,-89.0,-100.0,-100.0,-91.0,-100.0,-80.0,-67.0,-100.0,4.0
-100.0,-84.0,-100.0,-100.0,-79.0,-87.0,-100.0,-100.0,-100.0,7.0
-100.0,-68.0,-65.0,-100.0,-65.0,-65.0,-80.0,-100.0,-100.0,5.0
-100.0,-87.0,-89.0,-100.0,-100.0,-87.0,-80.0,-100.0,-100.0,2.0
-100.0,-62.0,-100.0,-100.0,-61.0,-100.0,-87.0,-72.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-81.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-82.0,-92.0,-100.0,-100.0,-91.0,-100.0,-100.0,-54.0,-100.0,8.0
-100.0,-69.0,-74.0,-100.0,-69.0,-73.0,-100.0,-100.0,-100.0,5.0
-100.0,-84.0,-83.0,-100.0,-79.0,-85.0,-100.0,-100.0,-100.0,7.0
-100.0,-65.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,1.0
-81.0,-91.0,-100.0,-79.0,-93.0,-100.0,-100.0,-63.0,-100.0,4.0
-100.0,-92.0,-89.0,-100.0,-90.0,-89.0,-100.0,-100.0,-100.0,2.0
-79.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-71.0,-77.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,5.0
-100.0,-83.0,-88.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-62.0,-100.0,-100.0,-59.0,-100.0,-100.0,-58.0,-100.0,1.0
-85.0,-87.0,-92.0,-100.0,-87.0,-100.0,-100.0,-59.0,-100.0,8.0
-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.0
-78.0,-88.0,-100.0,-77.0,-87.0,-100.0,-100.0,-56.0,-100.0,4.0
-81.0,-100.0,-100.0,-81.0,-89.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,5.0
-90.0,-62.0,-100.0,-100.0,-62.0,-100.0,-85.0,-62.0,-100.0,1.0
-100.0,-78.0,-82.0,-100.0,-77.0,-81.0,-89.0,-100.0,-100.0,7.0
-100.0,-90.0,-89.0,-100.0,-100.0,-87.0,-86.0,-100.0,-100.0,2.0
-84.0,-90.0,-100.0,-100.0,-68.0,-93.0,-75.0,-60.0,-100.0,8.0
-81.0,-87.0,-100.0,-77.0,-100.0,-100.0,-55.0,-100.0,-100.0,6.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-74.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-74.0,-73.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,5.0
-90.0,-78.0,-85.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-63.0,-100.0,-100.0,-62.0,-100.0,-81.0,-60.0,-100.0,1.0
-100.0,-100.0,-89.0,-100.0,-100.0,-88.0,-82.0,-100.0,-100.0,2.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,6.0
-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-60.0,-100.0,8.0
-71.0,-92.0,-100.0,-72.0,-100.0,-100.0,-74.0,-68.0,-100.0,4.0
-100.0,-70.0,-74.0,-100.0,-71.0,-77.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-79.0,-80.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,7.0
-91.0,-61.0,-100.0,-90.0,-61.0,-100.0,-88.0,-60.0,-100.0,1.0
-100.0,-91.0,-90.0,-100.0,-100.0,-90.0,-75.0,-100.0,-100.0,2.0
-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,6.0
-81.0,-100.0,-91.0,-100.0,-100.0,-100.0,-74.0,-62.0,-100.0,8.0
-88.0,-78.0,-81.0,-100.0,-80.0,-83.0,-100.0,-100.0,-100.0,7.0
-100.0,-72.0,-77.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,5.0
-90.0,-61.0,-100.0,-100.0,-61.0,-100.0,-80.0,-56.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-85.0,-89.0,-100.0,-77.0,-100.0,-100.0,-70.0,-100.0,-100.0,4.0
-100.0,-88.0,-90.0,-100.0,-100.0,-88.0,-77.0,-100.0,-100.0,2.0
-80.0,-90.0,-100.0,-82.0,-100.0,-100.0,-52.0,-100.0,-100.0,6.0
-100.0,-71.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-78.0,-83.0,-91.0,-100.0,-83.0,-100.0,-100.0,-100.0,7.0
